order_number,customer_id,gender,race,age,hh_income,zip_code,preferred_channel,preferred_device,coupon_shopper,discount_shopper,item_number,item_description,item_price,promo_price,promo_code,purchase_price,target_a,target_b
10928,a17956e965334ba78c12a70c3efd9f54,F,0,27,46967,14215,1,1,0,1,1,Tri Herb Plants Green,31.75,9.99,1,9.99,0,0
10929,784a7ed06b424781a0413aecdbf15ae4,F,0,69,62143,20886,0,0,1,1,1,Zen Ultra Multi Plus,35.75,25.99,0,35.75,1,1
10930,56ec5a90a9b1445da6c1c7bf1c3622e5,F,0,69,56193,01923,0,0,1,1,9,Tonic Plus Herb Pro,25.75,9.99,0,25.75,1,1
10931,e7a7a1ad75a24f40b2dad2ab42ac93d9,F,0,21,50173,37830,1,3,0,1,19,Herbal Plus Vitamin Tonic,9.75,9.99,1,9.99,1,1
10932,79a92af6663047a0a1723bc73e6bbacf,F,0,28,69108,50501,1,2,0,1,15,Tonic Plus Herb Pro,29.25,20.99,1,20.99,1,1
10933,56f95aa952e043b38d37493400cb8b8c,F,0,25,32626,27834,1,3,0,1,8,Calm Energy Fizzy Plus,8.25,12.99,1,12.99,0,1
10934,a2c154a3de0b4eb0b913ac794ad08dfd,F,0,19,73040,11967,1,1,0,1,15,Platinum Safe T,34.75,6.99,1,6.99,1,0
10935,85c0034d80be4f14b72e95b3c78785d5,F,0,51,57019,19464,0,2,1,1,22,Hi-C Multi-Tablets,35.75,9.99,0,35.75,1,1
10936,9cd6300715a5484ba4a509ce05a41d85,F,0,63,56114,79930,0,0,1,1,18,Qualm Zen Plus Z,13.75,9.99,0,13.75,1,1
10937,40a95582879e4914a1eca519d49edc74,F,0,26,44723,33702,1,1,0,1,2,Pant Alluronic Bio Plus,17.75,12.99,1,12.99,0,1
10938,f8941c03266e44da876f1d129902b637,F,0,33,36337,98607,0,3,0,1,9,Zen Ultra Multi Plus,8.25,20.99,0,8.25,0,0
10939,aa6971f71c0f40a49e1fdeb6c0b1429f,F,0,69,31878,38654,0,0,1,1,2,Herbal Bio Organic Low Mass,34.75,16.99,0,34.75,0,1
10940,729ff10369ab46e491c600924d8fa8e2,F,0,34,47968,11731,0,2,0,1,24,Green Tonic Multi Plus,21.15,20.99,0,21.15,0,0
10941,3da62c54201f468b91f6e48c46fbf124,F,0,30,46557,12804,0,1,0,1,20,Slimmer Multi Low Fat Low Sodium,8.25,12.99,0,8.25,0,0
10942,6167060795e14db18bdedd14951aaf8b,F,0,60,36085,37312,0,0,1,1,22,Vitamin Plus Gold Plus,9.75,15.99,0,9.75,0,1
10943,b261e14e1a764da18486ed0482d71b4b,F,0,22,53928,06512,1,1,0,1,10,Herbal Plus Vitamin Tonic,25.75,7.99,1,7.99,1,0
10944,cb4e993cae0d44c6828cf91d2e4ce4f3,F,0,64,48141,20743,0,0,1,1,13,Multivision Bio Plus,25.75,14.99,0,25.75,0,1
10945,fe495438c8934e0b8e3d0cd49d2c6f0f,F,0,70,39804,16506,0,0,1,1,4,Qualm Zen Plus Z,9.75,20.99,0,9.75,0,1
10946,91d657bf9ae7491eac242cdea395168d,F,0,53,49555,19355,0,2,1,1,12,Purple Red Booster,17.75,12.99,0,17.75,0,1
10947,1e8bfe7980b34d4ea80cfbf3c6f68ae3,F,0,24,79089,32003,1,1,0,1,23,Purple Red Booster,19.25,14.99,1,14.99,1,0
10948,664e3f9c4f4e4110affd1ed909ffef2b,F,0,21,54424,33308,1,2,0,1,10,Tonic Plus Herb Pro,17.75,28.99,1,28.99,1,1
10949,2ab737a7f4274bbdb7bfa621ec7a25f5,F,0,68,48629,46322,0,0,1,1,18,Qualm Zen Plus Z,29.75,25.99,0,29.75,0,1
10950,a5bd11b9cdf043db8da5a993d609f94c,F,0,38,42229,31313,0,2,0,1,13,Nature Hi-C Low Fat,35.75,11.99,0,35.75,0,0
10951,2326ec022ace4698ae6785ac556e2964,F,0,36,58455,07601,0,2,0,1,3,Fizzy Herb Tonic Plus,11.95,4.99,0,11.95,1,0
10952,05165f3fed4a4ef3b6aea9d20349850b,F,0,43,62143,44070,0,2,0,1,19,Vitamin Plus Gold Plus,19.25,23.99,0,19.25,1,1
10953,8a57cba14f67481ab43966e209bb2a3f,F,0,18,71755,34639,1,1,0,1,18,Energizer Plus Low Carb,12.25,4.99,1,4.99,1,1
10954,d4ee90f376f3493c9d33dbcb8af18874,F,0,55,43243,78213,0,2,1,1,17,Multivision Bio Plus,5.25,23.99,0,5.25,0,1
10955,9bc7597a004340cd943dfb106a25fd67,F,0,54,35421,27292,0,2,1,1,11,Green Tonic Multi Plus,29.25,30.99,0,29.25,0,1
10956,c017acdf8eaf479fb257afc56edefed4,F,0,33,32626,60453,0,1,0,1,18,Low Acid Multi Plus Redux,35.75,20.99,0,35.75,0,0
10957,1258bb7288df46599407ed1b068b6ba8,F,0,37,46571,58102,0,3,0,1,16,Hi-C Multi-Tablets,11.95,30.99,0,11.95,0,0
10958,222c3a89dc5540038bfb727b73e6033d,F,0,78,62143,02127,0,0,1,1,11,Reductive Fat Booster Bio,15.25,9.99,0,15.25,1,1
10959,ee8c77fe12c640949431a0fca20a670a,F,0,28,47838,44203,1,2,0,1,21,Pant Alluronic Bio Plus,35.75,25.99,1,25.99,0,1
10960,00e92258534e4d2492d33b099e2afa19,F,0,71,31380,17109,0,0,1,1,2,Purple Red Booster,37.75,9.99,0,37.75,0,1
10961,8e977fa42907481fbbdf4d14271aff52,F,0,28,33713,29646,1,1,0,1,12,Zen Ultra Multi Plus,12.25,28.99,1,28.99,0,0
10962,9b5d023f14e2484683180114d3ed9bcb,F,0,22,43562,33904,1,1,0,1,23,Purple Red Booster,11.75,7.99,1,7.99,0,0
10963,6bda590e8f56477caea639690e64e40b,F,0,50,55116,11735,0,2,0,1,18,Tonic Plus Herb Pro,15.75,9.99,0,15.75,1,0
10964,51b6b87ebb6643edbc992d99f2def14d,F,0,23,69108,39401,1,2,0,1,18,Calm Energy Fizzy Plus,17.75,27.99,1,27.99,1,1
10965,1ce05518b0bb4077a382777950cbfe61,F,0,20,31082,27870,1,3,0,1,5,Fizzy Herb Tonic Plus,15.75,9.99,1,9.99,0,1
10966,d9dca9ed5ad54c21b3470148937d64e2,F,0,39,36558,18064,0,3,0,1,1,Qualm Zen Plus Z,17.75,9.99,0,17.75,0,0
10967,330e3c796fee4c1eac3cd39f8d7e0807,F,0,26,32626,58078,1,2,0,1,12,Reductive Fat Booster Bio,35.75,6.99,1,6.99,0,0
10968,c276c47336a74e7193b70d3cdd065093,F,0,59,56952,21221,0,0,1,1,23,Herbal Plus Vitamin Tonic,9.75,6.99,0,9.75,1,1
10969,2f18086a3a3e4022879c2995e69d846a,F,0,76,55116,33470,0,0,1,1,11,Herbal Tonic Hi Z Low Sodium Plus C,19.25,30.99,0,19.25,1,1
10970,3334a0338d4f4fcdbb77bc9c242ca344,F,0,68,54810,07006,0,0,1,1,10,Qualm Zen Plus Z,17.75,28.99,0,17.75,1,1
10971,c7dfb55fb92640bba870359dd6841f13,F,0,44,50617,11377,0,1,0,1,14,Tri Herb Plants Green,5.25,14.99,0,5.25,1,1
10972,5c6fa39d834d41d4a8e0183d72e15ce8,F,0,33,53744,10002,0,1,0,1,12,Vitamin Plus Gold Plus,7.75,6.99,0,7.75,1,1
10973,42fc08249b0b4e95b6974c58bf92cd8e,F,0,20,45512,29483,1,2,0,1,12,Pant Alluronic Bio Plus,29.75,20.99,1,20.99,0,1
10974,14c626b8435d48339e2ebb944a48f8b3,F,0,45,138869,06877,0,1,0,0,12,Zen Ultra Multi Plus,15.25,15.99,0,15.25,1,0
10975,7d52942009384b78830db9bf030ae52c,F,0,20,63281,08075,1,1,0,1,17,Qualm Zen Plus Z,35.75,6.99,1,6.99,1,1
10976,9096fa9d26d14b678885d65e6ca8b185,F,0,62,76143,08053,0,0,1,1,4,Herbal Bio Organic Low Mass,15.75,28.99,0,15.75,1,1
10977,46434a2a2af84667be56c836a270f6f4,F,0,55,53490,20743,0,2,1,1,18,Pant Alluronic Bio Plus,17.75,9.99,0,17.75,1,1
10978,1d92673b009647b7ae5d1130a6c7d960,F,0,26,55895,42141,1,3,0,1,4,Reductive Fat Booster Bio,9.75,23.99,1,23.99,1,1
10979,20e9c26dea0d40a5ad781795ac451e52,F,0,21,35421,60016,1,1,0,1,6,Platinum Safe T,19.25,28.99,1,28.99,0,1
10980,09b0c2a55c9d4ac293fb74bf3675811e,F,0,31,56834,32043,0,3,0,1,18,Slimmer Multi Low Fat Low Sodium,21.15,12.99,0,21.15,1,0
10981,780153cd1c5f48798cfd9e14a7a5c4d1,F,0,39,32626,52501,0,3,0,1,23,Pant Alluronic Bio Plus,34.75,20.99,0,34.75,0,1
10982,0ccc994ec7be4eef9f5793dd7239a984,F,0,25,59120,44039,1,1,0,1,2,Hi-C Multi-Tablets,35.75,20.99,1,20.99,1,0
10983,df9019b781584575a5854ac9b670828b,F,0,89,49376,12065,0,0,1,1,10,Pant Alluronic Bio Plus,17.75,23.99,0,17.75,0,1
10984,828ca142b20f48bb9b55771a4dd2defe,F,0,23,56435,11432,1,1,0,1,14,Hi-C Multi-Tablets,12.25,30.99,1,30.99,1,0
10985,fc9b54edc3a04cf39d85a132afe7c38f,F,0,32,35421,60099,0,3,0,1,8,Energizer Plus Low Carb,29.75,9.99,0,29.75,0,1
10986,6eea44dee89d43f589e61976bd37ac35,F,0,30,62349,79930,0,3,0,1,16,Herbal Bio Organic Low Mass,15.95,23.99,0,15.95,1,0
10987,9400617de9dc4f35ade66b2c39a4c621,F,0,64,55116,33470,0,0,1,1,4,Low-Z Test Multi-A,8.25,23.99,0,8.25,1,1
10988,12299c47a0ff4002838fb634cef5126e,F,0,39,60463,10701,0,3,0,1,14,Tri Herb Plants Green,19.25,14.99,0,19.25,1,1
10989,2c6fd8a4b2854d59b1b17eb17bd7b8e3,F,0,39,63364,08865,0,2,0,1,10,Nature Hi-C Low Fat,25.75,25.99,0,25.75,1,1
10990,c1ad4e857ccd4da5a79ef576fbff8a69,F,0,55,65875,47401,0,1,1,1,23,Herbal Plus Vitamin Tonic,13.75,12.99,0,13.75,1,1
10991,8fa976dbbf424bbfbbb18f76a8e2be46,F,0,28,54477,33594,1,3,0,1,17,Vitamin Plus Gold Plus,35.75,11.99,1,11.99,1,1
10992,1dd1e5f2c28e4d139b2f2534e45d22fc,F,0,52,62228,11552,0,2,1,1,7,Nature Hi-C Low Fat,35.75,9.99,0,35.75,1,1
10993,19b345feea944af09763f744c41f1c44,F,0,49,53344,98290,0,1,0,1,22,Herbal Plus Vitamin Tonic,15.75,9.99,0,15.75,1,1
10994,d82ff2f468dc45588ff4f7b6fe33704b,F,0,59,27973,59801,0,0,1,1,10,Zen Ultra Multi Plus,15.95,9.99,0,15.95,0,1
10995,77c51177d94d4fd48cda3cda88100afb,F,0,23,57005,22801,1,2,0,1,5,Pant Alluronic Bio Plus,29.25,28.99,1,28.99,1,0
10996,de30ccbc9f75442c914f9ed52549e78e,F,0,26,32626,60435,1,3,0,1,14,Vitamin Plus Gold Plus,35.75,6.99,1,6.99,0,1
10997,7db4bfa5333c4aadbc5fae6795bfc553,F,0,28,63281,57401,1,1,0,1,3,Platinum Safe T,19.25,14.99,1,14.99,1,0
10998,1c1e506a49c94147918152d55d44de57,F,0,39,91857,07731,0,2,0,0,8,Green Tonic Multi Plus,37.75,23.99,0,37.75,1,1
10999,c3d22c6822d74860bfacc6df6710a89f,F,0,32,64205,34231,0,1,0,1,12,Zen Ultra Multi Plus,15.75,7.99,0,15.75,1,1
11000,a5ea40c5e94f4153992070432331fbb6,F,0,47,46571,60035,0,3,0,1,10,Purple Red Booster,21.15,23.99,0,21.15,0,1
11001,9ed8416d1f814a3081f37ec5f79fa6d5,F,0,47,69108,30117,0,3,0,1,16,Zen Ultra Multi Plus,8.25,6.99,0,8.25,1,0
11002,f14d2f00b2804794854b3a0b7d62874b,F,0,23,81263,49085,1,2,0,0,7,Multivision Bio Plus,19.25,23.99,1,23.99,1,1
11003,a08077f64ed5464887783917a428dfd3,F,0,41,32626,28358,0,3,0,1,20,Pant Alluronic Bio Plus,5.25,9.99,0,5.25,0,1
11004,3757bcf97d0d4da1b361bef179cfcf28,F,0,39,69108,21117,0,2,0,1,10,Enhanced Pro Diet Booster,25.75,4.99,0,25.75,1,0
11005,9acd3abe4a1641ca8ef2af8f1909c60a,F,0,66,40328,34116,0,0,1,1,14,Low-Z Test Multi-A,8.25,4.99,0,8.25,0,1
11006,2fe6166ae89e4a77aaf8e7a2125d1f69,F,0,56,56880,20164,0,0,1,1,7,Nature Hi-C Low Fat,34.75,12.99,0,34.75,1,1
11007,55e9df43fcb5477baeb2a155afe7708f,F,0,23,56435,11432,1,1,0,1,13,Pant Alluronic Bio Plus,9.75,16.99,1,16.99,1,1
11008,1a7743a7caa844ad9ae0323446ae13f4,F,0,50,31082,30014,0,1,0,1,2,Green Tonic Multi Plus,31.75,4.99,0,31.75,0,1
11009,451e5d4965b54efcac822a982b0a013a,F,0,74,38164,37086,0,0,1,1,19,Green Tonic Multi Plus,8.25,28.99,0,8.25,0,1
11010,fe1226e482924e48bd4938729b21940b,F,0,56,48369,10002,0,0,1,1,18,Hi-C Multi-Tablets,31.75,14.99,0,31.75,0,1
11011,0010b7d79fc447268ae0ece341e44f58,F,0,54,69108,28303,0,2,1,1,19,Herbal Tonic Hi Z Low Sodium Plus C,15.95,12.99,0,15.95,1,1
11012,7097ab6c44f64909a51b4e63716c0199,F,0,33,38331,06450,0,3,0,1,24,Energizer Plus Low Carb,35.75,6.99,0,35.75,0,1
11013,66129677a98340048329c5bcef2b0574,F,0,59,32703,98607,0,0,1,1,10,Zen Ultra Multi Plus,29.75,16.99,0,29.75,0,1
11014,608c95f599b144fd926376bfe7554c32,F,0,71,49390,48103,0,0,1,1,17,Qualm Zen Plus Z,37.75,6.99,0,37.75,0,1
11015,eeebc25b3ab94e49bfa6de1bfad36794,F,0,57,57027,49417,0,0,1,1,10,Enhanced Pro Diet Booster,25.75,9.99,0,25.75,1,1
11016,20bc5b472615416b985e4cb493153b86,F,0,34,32626,60453,0,1,0,1,23,Low Acid Multi Plus Redux,37.75,12.99,0,37.75,0,1
11017,ad8930c6e9604c75b0ffb7a46e2b4220,F,0,64,62143,70301,0,0,1,1,24,Qualm Zen Plus Z,5.25,14.99,0,5.25,1,1
11018,7cb73ef5f4fa421cb01472d4b43796aa,F,0,25,46571,59404,1,1,0,1,4,Herbal Plus Vitamin Tonic,17.75,9.99,1,9.99,0,1
11019,e7999d2265c441da94a734434d870959,F,0,56,56952,32708,0,0,1,1,14,Slimmer Multi Low Fat Low Sodium,35.75,14.99,0,35.75,1,1
11020,80f11307870e486dab4d1c067a2602fe,F,0,39,33713,29646,0,3,0,1,24,Kind Tablets Organic Plus,19.25,14.99,0,19.25,0,1
11021,401aaacd48b24483b3d289d2e85666b3,F,0,19,53490,31021,1,1,0,1,2,Purple Red Booster,19.25,20.99,1,20.99,1,0
11022,56fa37541db74202821c18d4732bc456,F,0,45,53490,20743,0,1,0,1,11,Pant Alluronic Bio Plus,9.75,20.99,0,9.75,1,1
11023,0223f2ca55a74eaba2318b93ad3bb3e3,F,0,43,34948,45040,0,3,0,1,19,Low-Z Test Multi-A,13.75,6.99,0,13.75,0,1
11024,a9d1253d1b2249049cc9a9701d811b9f,F,0,29,73040,07054,1,3,0,1,9,Hi-C Multi-Tablets,9.75,27.99,1,27.99,1,0
11025,28cfea0714ad4de9a6ec8c6d4fcc9364,F,0,26,52801,11364,1,1,0,1,18,Low-Z Test Multi-A,11.75,12.99,1,12.99,1,1
11026,701b56c64c2644229e9d06657bfb00c2,F,0,24,61832,48236,1,1,0,1,21,Fizzy Herb Tonic Plus,15.75,25.99,1,25.99,1,1
11027,7854c310542b48fe9309abf8d307e645,F,0,26,63281,46383,1,3,0,1,5,Herbal Plus Vitamin Tonic,11.95,7.99,1,7.99,1,1
11028,d75a6a9ea40f4b34ab3956a854d586d8,F,0,66,49468,40207,0,0,1,1,12,Herbal Bio Organic Low Mass,9.75,28.99,0,9.75,0,1
11029,5840fda4618a491daacee770de396320,F,0,55,61241,31061,0,1,1,1,12,Herbal Plus Vitamin Tonic,29.75,12.99,0,29.75,1,1
11030,22afa8c9dd6b4852a95b8c2dd4f0ef35,F,0,46,62543,13760,0,2,0,1,15,Pant Alluronic Bio Plus,19.25,7.99,0,19.25,1,1
11031,cd7170d63a7e48e4b7eed53f6ad00bfd,F,0,63,54416,10701,0,0,1,1,5,Multivision Bio Plus,5.25,25.99,0,5.25,1,1
11032,35ccd7ba6d72457e9d0b6a60aae102a6,F,0,30,35421,60402,0,2,0,1,17,Purple Red Booster,31.75,28.99,0,31.75,0,1
11033,349e7062043f43aab0276af64d8b8417,F,0,58,55313,32955,0,0,1,1,17,Green Tonic Multi Plus,29.25,15.99,0,29.25,1,1
11034,8f51ef376b034738bf94eadde02f5752,F,0,59,54040,15010,0,0,1,1,11,Fizzy Herb Tonic Plus,15.75,20.99,0,15.75,1,1
11035,bcc508f20b0842d3968bcf40e89c1eab,F,0,30,39631,73112,0,1,0,1,17,Calm Energy Fizzy Plus,17.75,16.99,0,17.75,0,1
11036,cfa0b6b79c344be0bfbdccf3af869935,F,0,47,32626,55337,0,2,0,1,17,Herbal Bio Organic Low Mass,9.75,15.99,0,9.75,0,0
11037,52bb596a36674fc5ad3a6d39a7e2230a,F,0,48,47617,12401,0,3,0,1,10,Tri Herb Plants Green,15.75,16.99,0,15.75,0,0
11038,68cccf0851374d3485a59fd1f6af5545,F,0,34,65875,20745,0,1,0,1,20,Low Acid Multi Plus Redux,34.75,12.99,0,34.75,1,0
11039,a20abc90b4c346a897e7f658bc8aa209,F,0,36,61393,78023,0,2,0,1,17,Tri Herb Plants Green,17.75,9.99,0,17.75,1,1
11040,dc16dffa25ec49bbb7ed04f03f27ee80,F,0,64,36085,37312,0,0,1,1,16,Enhanced Pro Diet Booster,25.75,14.99,0,25.75,0,1
11041,9c7faf146ed54914919a20ea272bdd19,F,0,30,53490,27703,0,2,0,1,19,Tri Herb Plants Green,11.75,6.99,0,11.75,1,0
11042,43da250ba5494c99ac0d25695c0509bf,F,0,45,50476,44221,0,1,0,1,22,Hi-C Multi-Tablets,35.75,9.99,0,35.75,1,1
11043,5c91db73442342f288b0dde550c60918,F,0,29,69108,32137,1,3,0,1,17,Platinum Safe T,15.95,9.99,1,9.99,1,1
11044,befbebc9faa345d080944cba216443b9,F,0,18,36088,92220,1,3,0,1,21,Platinum Safe T,35.75,12.99,1,12.99,0,1
11045,74aaf125494148a1bac4f817d517e1fb,F,0,51,72511,30736,0,3,1,1,15,Herbal Bio Organic Low Mass,35.75,20.99,0,35.75,1,1
11046,90c8bc9e422343c0acd3322dbea572f7,F,0,63,48981,33308,0,0,1,1,12,Multivision Bio Plus,8.25,20.99,0,8.25,0,1
11047,52bd674c0d5d478d9df3e42f07ba2757,F,0,31,36088,92220,0,2,0,1,15,Vitamin Plus Gold Plus,5.25,28.99,0,5.25,0,0
11048,a03054db8078493bb0e62503b3d50cf9,F,0,58,40028,17013,0,0,1,1,11,Platinum Safe T,37.75,11.99,0,37.75,0,1
11049,6589b76c3a49445ca43d31da68f51585,F,0,73,56114,79930,0,0,1,1,13,Green Tonic Multi Plus,5.25,12.99,0,5.25,1,1
11050,da8d14477de044ac875ca6d18ace0683,F,0,25,58455,32720,1,3,0,1,9,Energizer Plus Low Carb,12.25,20.99,1,20.99,1,1
11051,c67ec2cb1d4f4c61b6388cb55100163a,F,0,56,48626,07753,0,0,1,1,22,Platinum Safe T,11.95,12.99,0,11.95,0,1
11052,2383f5bc7e594afb828077234255edad,F,0,51,32626,27834,0,3,1,1,5,Purple Red Booster,21.15,15.99,0,21.15,0,1
11053,75e30cf85dc34444a3187b72bf8ee4fd,F,0,33,60045,15010,0,2,0,1,17,Herbal Tonic Hi Z Low Sodium Plus C,19.25,6.99,0,19.25,1,0
11054,d50eb8e6232641c093925dadca7a9c65,F,0,47,50173,37830,0,3,0,1,1,Vitamin Plus Gold Plus,29.75,12.99,0,29.75,1,1
11055,4c7799786af4404a95813db7a6631ed2,F,0,55,42151,19067,0,1,1,1,12,Kind Tablets Organic Plus,9.75,25.99,0,9.75,0,1
11056,3fc3f8012fdc407daa36e57b3cd20def,F,0,45,62341,92111,0,3,0,1,24,Nature Hi-C Low Fat,25.75,7.99,0,25.75,1,0
11057,2bc51b5e1b2e43738c7f76e21fac9abb,F,0,33,82675,21227,0,2,0,0,3,Low-Z Test Multi-A,17.75,28.99,0,17.75,1,1
11058,d66cc6f4dcc24d98a99da48f275c12a1,F,0,52,69048,07076,0,3,1,1,15,Pant Alluronic Bio Plus,15.75,23.99,0,15.75,1,1
11059,490e693d8d234d4aa79dbeaa4bcacd2a,F,0,37,53490,28376,0,1,0,1,10,Reductive Fat Booster Bio,19.25,11.99,0,19.25,1,1
11060,78bd416a132b4be19522c7fda5631cab,F,0,61,40960,29483,0,0,1,1,9,Calm Energy Fizzy Plus,13.75,12.99,0,13.75,0,1
11061,3c1ab2941fd242f8b0d82cbce6668222,F,0,60,64579,34639,0,0,1,1,20,Pant Alluronic Bio Plus,8.25,28.99,0,8.25,1,1
11062,ebfcf557b4b04c9092331f0435761fe2,F,0,40,73040,30092,0,3,0,1,16,Platinum Safe T,15.95,4.99,0,15.95,1,1
11063,d4f3ab192d69429a8f7b9413bcddf041,F,0,22,54004,44095,1,1,0,1,16,Platinum Safe T,34.75,9.99,1,9.99,1,1
11064,9450a2bd9ba44cfda2d00dacaba07be3,F,0,28,54796,06010,1,2,0,1,15,Purple Red Booster,35.75,28.99,1,28.99,1,1
11065,a33b85e902324880a551c865b3b5336b,F,0,22,32626,60435,1,2,0,1,2,Pant Alluronic Bio Plus,29.75,23.99,1,23.99,0,1
11066,466f7970a6e64ebf9b9547ac7dbb60f3,F,0,27,79147,02124,1,1,0,1,2,Zen Ultra Multi Plus,8.25,20.99,1,20.99,1,0
11067,f96c5a6bead3449f800dba3f7a671d8a,F,0,23,69048,20850,1,3,0,1,14,Purple Red Booster,34.75,14.99,1,14.99,1,1
11068,91ec76682046416e948cc45ca5258e4b,F,0,57,42855,70001,0,0,1,1,21,Vitamin Plus Gold Plus,9.75,9.99,0,9.75,0,1
11069,fe5aee07b111456aba3b558a1239e115,F,0,47,35421,60016,0,2,0,1,4,Slimmer Multi Low Fat Low Sodium,8.25,11.99,0,8.25,0,0
11070,0bc44c55b4fd45f9a4a967003a8ca4c6,F,0,62,55313,32955,0,0,1,1,8,Reductive Fat Booster Bio,13.75,9.99,0,13.75,1,1
11071,dbfb040180404f52b20e83daf15809f1,F,0,81,65736,07054,0,0,1,1,12,Tonic Plus Herb Pro,19.25,14.99,0,19.25,1,1
11072,efd78be008cf493cbb8152788cec9724,F,0,33,63281,08075,0,1,0,1,13,Herbal Bio Organic Low Mass,37.75,12.99,0,37.75,1,1
11073,9f8d1e5b67794249adc86f34539023ec,F,0,46,44809,49009,0,1,0,1,16,Hi-C Multi-Tablets,19.25,15.99,0,19.25,0,1
11074,ba99402871334357bb94d891d85062cb,F,0,23,44723,33702,1,3,0,1,7,Enhanced Pro Diet Booster,35.75,9.99,1,9.99,0,0
11075,02d9935d97cc4d44b41d946950434083,F,0,27,61459,32955,1,2,0,1,4,Herbal Bio Organic Low Mass,31.75,30.99,1,30.99,1,0
11076,9f0d185ec9e2472aa126cadd750d95c0,F,0,47,47617,07740,0,1,0,1,22,Calm Energy Fizzy Plus,5.25,23.99,0,5.25,0,1
11077,d900be4f1b0146d1a272a0134494f48a,F,0,83,55739,43123,0,0,1,1,2,Kind Tablets Organic Plus,9.75,15.99,0,9.75,1,1
11078,71c7df1863e1466dbf14f668e689640f,F,0,47,69108,39401,0,3,0,1,19,Zen Ultra Multi Plus,25.75,14.99,0,25.75,1,1
11079,daa938d5c4824d149befba0b0a8b2c1f,F,0,21,60900,60076,1,3,0,1,4,Herbal Bio Organic Low Mass,29.25,6.99,1,6.99,1,1
11080,ec28ce069e5644a3af057e54c4ae59fa,F,0,48,35490,29576,0,1,0,1,5,Pant Alluronic Bio Plus,19.25,9.99,0,19.25,0,1
11081,d1b66789bc1f44439dff2fb099067aca,F,0,41,56435,11432,0,2,0,1,19,Purple Red Booster,8.25,9.99,0,8.25,1,0
11082,6fefbfdf30a8401c907c3c315402ded1,F,0,28,46571,60185,1,3,0,1,1,Low-Z Test Multi-A,5.25,6.99,1,6.99,0,1
11083,ef344d67cf0d4601ba925cefbe52828b,F,0,52,81263,49085,0,1,1,0,12,Herbal Bio Organic Low Mass,15.95,25.99,0,15.95,1,0
11084,9a7ab28f8b154985b12ca9b1d5d0052e,F,0,37,87652,48867,0,3,0,0,1,Zen Ultra Multi Plus,11.95,15.99,0,11.95,1,1
11085,6abb31d1c4a946cab251feacd8b884d0,F,0,35,69108,28079,0,2,0,1,15,Fizzy Herb Tonic Plus,7.75,11.99,0,7.75,1,1
11086,bb48c1b20a8449ab9ac9bc137e882dae,F,0,28,57019,19464,1,1,0,1,20,Energizer Plus Low Carb,13.75,16.99,1,16.99,1,1
11087,b290ff0f848841d3afe64bd1345c2cad,F,0,46,51290,75080,0,1,0,1,14,Platinum Safe T,25.75,28.99,0,25.75,1,1
11088,5c37e7858a7a4faeb98467f4d4529887,F,0,26,49445,15102,1,3,0,1,6,Low Acid Multi Plus Redux,9.75,14.99,1,14.99,0,1
11089,6d0158849b4b41e28b07491544ca6626,F,0,66,71232,02124,0,0,1,1,24,Slimmer Multi Low Fat Low Sodium,15.25,30.99,0,15.25,1,1
11090,3b4d1dac85f94c3082132a8c9adf1522,F,0,71,48552,20601,0,0,1,1,13,Tonic Plus Herb Pro,15.25,12.99,0,15.25,0,1
11091,61b9a4c89e1c49019ff5f9ee470086f6,F,0,20,51102,11365,1,3,0,1,13,Hi-C Multi-Tablets,5.25,28.99,1,28.99,1,0
11092,d93b086288e3455e9858cbfb4a5a0179,F,0,47,51455,11530,0,3,0,1,8,Low-Z Test Multi-A,7.75,16.99,0,7.75,1,1
11093,f26f0dab701644179ddc3f6749c52035,F,0,27,66952,99654,1,1,0,1,20,Low Acid Multi Plus Redux,9.75,15.99,1,15.99,1,1
11094,aea09f70318a4deb88096c4d88402d3b,F,0,48,58536,18702,0,2,0,1,14,Calm Energy Fizzy Plus,9.75,4.99,0,9.75,1,1
11095,06d155aa26bc4ed89ff37aca2106e9c5,F,0,18,54796,06010,1,2,0,1,3,Slimmer Multi Low Fat Low Sodium,12.25,6.99,1,6.99,1,1
11096,d5b75bd3856b4a0d9c0ccc7f731818b1,F,0,66,29363,28358,0,0,1,1,7,Green Tonic Multi Plus,12.25,9.99,0,12.25,0,1
11097,90ecb032706848f88a82bc907d2cce4b,F,0,48,43562,33904,0,2,0,1,13,Qualm Zen Plus Z,17.75,9.99,0,17.75,0,0
11098,9daf91b3205549a38db5e04581d99fd8,F,0,41,44809,49009,0,2,0,1,16,Vitamin Plus Gold Plus,37.75,30.99,0,37.75,0,0
11099,184f6b5936ba49b599ec0e0d829306cb,F,0,51,46168,53081,0,1,1,1,24,Hi-C Multi-Tablets,35.75,16.99,0,35.75,0,1
11100,cddecfccfe1347be9660c04ea7635011,F,0,22,69048,11520,1,2,0,1,4,Reductive Fat Booster Bio,25.75,9.99,1,9.99,1,0
11101,6bbc1a75e87645818a115d4f64eb6187,F,0,32,62143,44070,0,1,0,1,1,Nature Hi-C Low Fat,19.25,7.99,0,19.25,1,1
11102,c996d1e4984347efb1deb11481e3e39e,F,0,94,50285,10451,0,0,1,1,1,Reductive Fat Booster Bio,17.75,28.99,0,17.75,1,1
11103,61d3abf8ede7425db0632b8d492e79ca,F,0,26,69048,02127,1,1,0,1,22,Herbal Bio Organic Low Mass,8.25,28.99,1,28.99,1,1
